,377613876,376920593,377281538,376294210,376916814,377327392,376168896,376247816,377934782,376928024,377953972,376012859,377998724,376894155,376257850,376039969,377792691,376249013,377639294,377521405,377664762,377141112,376921411,377310231,377150206,376439749,377584302,376485863,376499284,376498397,376115055,375941799
377613876,,2.0,2.0,-2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,-2.0,0.0,0.0,0.0,-2.0,2.0,2.0,2.0,2.0,-2.0,2.0,2.0,2.0
376920593,-2.0,,-2.0,-2.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,2.0,2.0,-2.0,-2.0,2.0,-2.0,-2.0,-1.0,-2.0,-2.0,2.0,0.0,-2.0,-2.0,-2.0,0.0,0.0,-2.0
377281538,-2.0,2.0,,-2.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,-2.0,-2.0,-2.0,-2.0,-1.0,0.0,-2.0,2.0,0.0,-2.0,0.0,0.0,2.0
376294210,2.0,2.0,2.0,,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
376916814,-2.0,2.0,0.0,0.0,,-2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,-2.0,0.0,2.0,-2.0,0.0,0.0,-1.0,-2.0,2.0,2.0,2.0,0.0,-2.0,2.0,2.0,-2.0
377327392,-2.0,0.0,-2.0,-2.0,2.0,,2.0,0.0,2.0,-2.0,2.0,2.0,0.0,2.0,2.0,2.0,-2.0,-2.0,2.0,-2.0,-2.0,0.0,0.0,-2.0,2.0,2.0,2.0,2.0,-2.0,2.0,2.0,-2.0
376168896,-2.0,0.0,0.0,-2.0,-2.0,-2.0,,0.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,0.0,2.0,-2.0,2.0,0.0,0.0,-2.0,2.0,-2.0
376247816,-2.0,2.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,-2.0,2.0,-2.0,-2.0,0.0,-2.0,-2.0,2.0,2.0,2.0,0.0,-2.0,2.0,2.0,-1.0
377934782,-2.0,0.0,-2.0,0.0,0.0,-2.0,1.0,-2.0,,0.0,2.0,0.0,-2.0,2.0,0.0,2.0,-2.0,-2.0,2.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-1.0,0.0,0.0,-2.0,0.0,-2.0,-2.0
376928024,-2.0,0.0,-2.0,-2.0,0.0,2.0,2.0,0.0,0.0,,-2.0,2.0,-2.0,0.0,2.0,0.0,-2.0,0.0,0.0,-2.0,0.0,-2.0,-2.0,-2.0,0.0,-2.0,2.0,0.0,-2.0,0.0,0.0,-2.0
377953972,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,-2.0,2.0,,0.0,0.0,0.0,2.0,2.0,-2.0,-2.0,0.0,-2.0,-2.0,0.0,-2.0,-2.0,0.0,-2.0,0.0,-2.0,0.0,2.0,1.0,-2.0
